order_id,customer_id,customer_segment,order_date,due_date,product_type,quantity,estimated_production_time,resource_available,machine_id,status,priority_score
O11242,C1117,B,2025-05-29,2025-06-06,Gadget,36,10.97,4,M3,in progress,3.7
O11243,C1185,C,2025-06-05,2025-06-16,Doohickey,54,16.15,7,M4,in progress,-0.01
O11244,C1092,C,2025-05-21,2025-05-26,Doohickey,87,25.05,6,M4,queued,1.49
O11245,C1155,B,2025-06-24,2025-07-07,Thingamajig,57,10.43,7,M3,in progress,1.76
O11246,C1008,C,2025-05-16,2025-05-27,Thingamajig,1,0.39,7,M1,queued,1.56
O11247,C1363,C,2025-05-13,2025-05-24,Widget,63,18.34,11,M5,queued,-0.23
O11248,C1274,B,2025-06-17,2025-06-30,Gadget,54,16.21,5,M4,in progress,1.18
O11249,C1065,B,2025-06-21,2025-07-01,Thingamajig,55,15.48,4,M4,queued,2.45
O11250,C1141,B,2025-06-01,2025-06-13,Gadget,40,13.13,8,M3,queued,1.89
O11251,C1024,B,2025-07-01,2025-07-13,Thingamajig,15,5.25,9,M5,delayed,2.68
O11252,C1499,A,2025-05-25,2025-05-28,Doohickey,21,5.14,9,M1,queued,8.29
O11253,C1028,C,2025-05-14,2025-05-17,Thingamajig,47,17.43,4,M2,queued,3.06
O11254,C1284,C,2025-05-25,2025-06-04,Thingamajig,73,23.43,11,M1,queued,-0.34
O11255,C1150,C,2025-06-06,2025-06-13,Widget,53,8.91,10,M3,queued,2.31
O11256,C1358,C,2025-06-21,2025-07-02,Doohickey,9,2.06,10,M4,queued,1.39
O11257,C1484,A,2025-05-23,2025-06-03,Doohickey,74,24.52,10,M5,queued,3.15
O11258,C1065,B,2025-06-13,2025-06-25,Widget,52,8.93,11,M4,queued,2.31
O11259,C1327,C,2025-07-02,2025-07-12,Gadget,57,9.7,8,M3,queued,1.03
O11260,C1445,A,2025-06-13,2025-06-22,Doohickey,26,5.25,9,M1,in progress,5.88
O11261,C1386,C,2025-05-25,2025-05-27,Doohickey,41,7.07,4,M4,in progress,4.49
O11262,C1252,A,2025-05-16,2025-05-22,Widget,35,12.68,11,M2,queued,6.33
O11263,C1053,B,2025-05-14,2025-05-24,Gadget,63,13.32,9,M3,queued,2.67
O11264,C1447,C,2025-05-10,2025-05-19,Doohickey,25,5.67,7,M1,queued,1.83
O11265,C1007,B,2025-06-20,2025-06-22,Widget,90,16.01,6,M5,queued,5.6
O11266,C1294,C,2025-05-06,2025-05-09,Doohickey,75,29.36,6,M1,queued,1.86
O11267,C1146,C,2025-05-17,2025-05-26,Thingamajig,38,12.49,11,M2,queued,1.15
O11268,C1241,C,2025-06-11,2025-06-17,Gadget,2,0.57,9,M4,queued,3.54
O11269,C1246,B,2025-06-13,2025-06-21,Thingamajig,7,1.54,5,M1,in progress,4.65
O11270,C1226,C,2025-06-12,2025-06-23,Gadget,82,23.26,8,M2,in progress,-0.73
O11271,C1175,C,2025-06-17,2025-06-20,Widget,91,30.23,10,M2,delayed,1.78
O11272,C1095,A,2025-06-21,2025-06-26,Doohickey,34,12.89,8,M2,queued,6.71
O11273,C1495,B,2025-07-03,2025-07-06,Doohickey,91,18.23,8,M3,queued,4.98
O11274,C1027,A,2025-05-13,2025-05-15,Widget,17,3.04,11,M3,queued,8.9
O11275,C1130,B,2025-07-01,2025-07-06,Doohickey,43,16.68,7,M1,queued,4.33
O11276,C1482,B,2025-05-12,2025-05-17,Thingamajig,59,17.45,8,M1,queued,4.26
O11277,C1442,A,2025-07-01,2025-07-13,Widget,51,8.35,6,M1,queued,4.36
O11278,C1245,B,2025-06-30,2025-07-14,Thingamajig,54,11.57,7,M4,queued,1.24
O11279,C1059,C,2025-06-11,2025-06-24,Gadget,24,4.96,4,M4,in progress,0.3
O11280,C1421,C,2025-06-01,2025-06-05,Doohickey,25,4.29,8,M1,in progress,3.97
O11281,C1034,B,2025-06-02,2025-06-13,Thingamajig,71,18.17,8,M5,queued,1.78
O11282,C1206,A,2025-05-12,2025-05-23,Doohickey,52,11.2,4,M3,queued,4.48
O11283,C1252,A,2025-05-21,2025-05-23,Gadget,70,18.28,8,M3,in progress,7.37
O11284,C1038,B,2025-05-26,2025-06-01,Doohickey,88,17.39,4,M2,in progress,3.86
O11285,C1296,A,2025-06-17,2025-06-19,Gadget,33,12.45,7,M1,queued,7.95
O11286,C1323,B,2025-06-04,2025-06-06,Widget,49,11.02,6,M4,queued,6.1
O11287,C1352,B,2025-06-02,2025-06-15,Doohickey,29,10.24,4,M2,in progress,1.78
O11288,C1028,B,2025-05-06,2025-05-10,Widget,63,16.28,5,M3,queued,4.77
O11289,C1078,A,2025-07-04,2025-07-12,Gadget,22,7.88,11,M1,queued,6.01
O11290,C1077,B,2025-05-20,2025-05-29,Widget,26,9.06,11,M3,queued,3.49
O11291,C1416,A,2025-06-27,2025-07-03,Thingamajig,28,8.41,4,M5,in progress,6.76
O11292,C1289,C,2025-05-17,2025-05-22,Widget,85,29.86,11,M2,queued,1.01
O11293,C1486,B,2025-06-18,2025-07-02,Thingamajig,49,16.47,8,M1,queued,0.75
O11294,C1156,B,2025-05-23,2025-05-25,Gadget,71,11.56,10,M5,in progress,6.04
O11295,C1044,B,2025-05-31,2025-06-11,Gadget,81,13.42,10,M5,queued,2.26
O11296,C1128,A,2025-06-01,2025-06-12,Doohickey,84,24.85,11,M4,queued,3.11
O11297,C1061,C,2025-05-08,2025-05-16,Thingamajig,49,11.72,7,M1,delayed,1.63
O11298,C1286,A,2025-06-08,2025-06-13,Doohickey,20,3.93,9,M4,queued,7.61
O11299,C1392,B,2025-06-21,2025-07-01,Doohickey,86,17.61,7,M5,queued,2.24
O11300,C1214,B,2025-06-12,2025-06-23,Gadget,92,18.49,9,M1,queued,1.75
O11301,C1311,B,2025-05-22,2025-05-30,Widget,63,17.08,10,M1,queued,3.09
O11302,C1306,C,2025-05-23,2025-06-02,Gadget,61,16.51,10,M1,in progress,0.35
O11303,C1405,C,2025-05-12,2025-05-16,Gadget,49,19.2,4,M1,queued,2.48
O11304,C1317,B,2025-05-31,2025-06-14,Widget,71,17.68,6,M4,queued,0.63
O11305,C1116,B,2025-05-07,2025-05-10,Thingamajig,1,0.26,5,M3,queued,6.77
O11306,C1398,A,2025-05-08,2025-05-10,Thingamajig,96,35.95,7,M1,queued,5.6
O11307,C1268,B,2025-05-24,2025-06-06,Widget,13,3.69,8,M2,queued,2.43
O11308,C1195,B,2025-05-17,2025-05-26,Widget,94,30.1,9,M1,queued,1.39
O11309,C1231,A,2025-05-29,2025-06-11,Doohickey,87,15.74,11,M4,queued,3.23
O11310,C1466,B,2025-06-01,2025-06-14,Widget,51,13.12,8,M1,in progress,1.49
O11311,C1227,B,2025-05-18,2025-05-27,Widget,56,8.95,6,M3,in progress,3.51
O11312,C1153,C,2025-05-06,2025-05-16,Doohickey,83,19.88,9,M5,queued,0.01
O11313,C1441,C,2025-05-11,2025-05-25,Thingamajig,62,19.58,7,M4,delayed,-1.56
O11314,C1302,B,2025-06-02,2025-06-15,Widget,32,10.71,4,M1,queued,1.73
O11315,C1220,B,2025-05-22,2025-05-27,Widget,30,9.96,8,M1,queued,5.0
O11316,C1157,B,2025-06-24,2025-06-28,Doohickey,29,7.92,6,M1,queued,5.61
O11317,C1292,C,2025-07-04,2025-07-13,Widget,49,16.78,7,M5,queued,0.72
O11318,C1318,A,2025-06-09,2025-06-14,Doohickey,45,11.46,10,M1,in progress,6.85
O11319,C1031,A,2025-05-17,2025-05-21,Gadget,93,21.89,10,M3,queued,6.21
O11320,C1313,C,2025-05-06,2025-05-20,Doohickey,30,8.37,7,M4,delayed,-0.44
O11321,C1492,B,2025-06-22,2025-07-06,Gadget,16,5.99,7,M4,in progress,1.8
O11322,C1379,B,2025-05-17,2025-05-24,Gadget,40,7.08,7,M1,queued,4.49
O11323,C1051,C,2025-06-20,2025-06-25,Doohickey,19,6.72,9,M5,queued,3.33
O11324,C1486,B,2025-06-15,2025-06-21,Doohickey,18,4.47,7,M4,queued,5.15
O11325,C1391,B,2025-05-20,2025-05-28,Doohickey,1,0.29,8,M2,queued,4.77
O11326,C1107,B,2025-06-14,2025-06-18,Thingamajig,78,18.33,6,M5,queued,4.57
O11327,C1321,B,2025-06-17,2025-06-29,Widget,47,17.05,9,M5,in progress,1.5
O11328,C1109,C,2025-06-06,2025-06-12,Doohickey,66,22.72,7,M1,queued,1.33
O11329,C1136,B,2025-06-28,2025-07-10,Gadget,92,29.45,5,M4,in progress,0.25
O11330,C1339,C,2025-05-27,2025-05-31,Gadget,94,17.99,11,M4,delayed,2.6
O11331,C1042,A,2025-06-09,2025-06-17,Doohickey,38,13.2,5,M4,queued,5.48
O11332,C1081,C,2025-06-27,2025-07-07,Widget,51,15.75,6,M4,queued,0.42
O11333,C1123,C,2025-05-30,2025-06-13,Widget,63,13.96,10,M5,queued,-1.0
O11334,C1089,B,2025-06-23,2025-07-04,Widget,4,0.64,4,M5,queued,3.54
O11335,C1283,B,2025-06-07,2025-06-13,Gadget,1,0.36,4,M1,queued,5.56
O11336,C1039,A,2025-05-13,2025-05-20,Doohickey,8,2.92,11,M3,in progress,6.91
O11337,C1081,B,2025-06-01,2025-06-10,Doohickey,29,9.71,10,M1,in progress,3.43
O11338,C1002,B,2025-06-17,2025-06-25,Doohickey,55,21.36,9,M4,in progress,2.66
O11339,C1210,C,2025-05-06,2025-05-17,Gadget,3,1.15,9,M5,in progress,1.48
O11340,C1231,C,2025-05-11,2025-05-24,Doohickey,32,5.54,9,M3,delayed,0.25
O11341,C1353,B,2025-06-26,2025-06-29,Gadget,10,1.63,4,M5,queued,6.64
O11342,C1305,B,2025-06-15,2025-06-26,Gadget,74,12.98,5,M2,queued,2.3
O11343,C1241,B,2025-06-06,2025-06-10,Widget,83,18.73,4,M1,in progress,4.53
O11344,C1150,B,2025-05-11,2025-05-15,Doohickey,34,9.2,8,M1,in progress,5.48
O11345,C1017,A,2025-05-24,2025-06-01,Doohickey,97,29.11,7,M1,queued,3.89
O11346,C1119,C,2025-05-29,2025-06-12,Thingamajig,87,28.44,9,M5,delayed,-2.44
O11347,C1148,A,2025-07-02,2025-07-08,Widget,55,16.74,5,M1,in progress,5.93
O11348,C1362,B,2025-06-13,2025-06-18,Gadget,92,27.2,6,M5,in progress,3.28
O11349,C1145,B,2025-06-05,2025-06-09,Widget,32,12.18,11,M2,queued,5.18
O11350,C1360,B,2025-05-10,2025-05-12,Thingamajig,50,16.51,6,M5,queued,5.55
O11351,C1441,C,2025-06-21,2025-06-28,Widget,7,1.39,7,M2,queued,3.06
O11352,C1233,B,2025-07-03,2025-07-07,Widget,93,25.28,5,M5,in progress,3.87
O11353,C1037,B,2025-06-15,2025-06-25,Thingamajig,8,2.4,4,M3,delayed,3.76
O11354,C1352,A,2025-05-21,2025-05-31,Widget,65,16.38,4,M3,queued,4.36
O11355,C1120,B,2025-06-19,2025-06-30,Widget,57,13.32,8,M4,in progress,2.27
O11356,C1474,C,2025-07-01,2025-07-07,Thingamajig,67,22.24,8,M4,queued,1.38
O11357,C1136,A,2025-06-02,2025-06-08,Thingamajig,88,30.91,4,M5,delayed,4.51
O11358,C1404,B,2025-06-13,2025-06-22,Gadget,87,29.89,6,M4,in progress,1.41
O11359,C1406,A,2025-06-06,2025-06-17,Thingamajig,59,15.28,11,M2,delayed,4.07
O11360,C1321,B,2025-05-16,2025-05-23,Doohickey,72,24.3,9,M2,in progress,2.77
O11361,C1302,C,2025-07-02,2025-07-09,Doohickey,54,15.64,6,M2,in progress,1.64
O11362,C1339,C,2025-05-29,2025-06-01,Doohickey,67,11.22,11,M1,in progress,3.68
O11363,C1412,B,2025-07-01,2025-07-06,Gadget,51,19.41,8,M1,queued,4.06
O11364,C1479,B,2025-07-03,2025-07-11,Widget,97,21.53,7,M2,delayed,2.65
O11365,C1102,C,2025-06-08,2025-06-19,Thingamajig,92,30.75,11,M3,queued,-1.48
O11366,C1218,C,2025-06-17,2025-06-24,Gadget,8,2.92,4,M5,queued,2.91
O11367,C1059,B,2025-05-27,2025-06-03,Widget,34,7.96,8,M4,in progress,4.4
O11368,C1279,B,2025-05-06,2025-05-14,Thingamajig,35,5.61,8,M5,in progress,4.24
O11369,C1116,B,2025-06-25,2025-07-02,Widget,96,27.67,9,M3,queued,2.43
O11370,C1332,B,2025-05-18,2025-05-21,Thingamajig,88,14.59,4,M3,queued,5.34
O11371,C1077,A,2025-05-30,2025-06-03,Doohickey,78,13.37,9,M5,delayed,7.06
O11372,C1466,A,2025-06-14,2025-06-23,Thingamajig,32,7.5,4,M5,queued,5.65
O11373,C1137,A,2025-05-11,2025-05-18,Thingamajig,46,13.96,9,M2,queued,5.8
O11374,C1424,C,2025-06-25,2025-07-03,Gadget,16,4.33,11,M2,queued,2.37
O11375,C1073,C,2025-05-24,2025-06-05,Gadget,68,23.51,6,M4,queued,-1.15
O11376,C1037,A,2025-06-30,2025-07-13,Gadget,37,6.53,7,M3,in progress,4.15
O11377,C1031,B,2025-05-28,2025-06-10,Doohickey,54,11.34,7,M5,queued,1.67
O11378,C1085,B,2025-06-02,2025-06-14,Doohickey,85,18.18,4,M3,queued,1.38
O11379,C1406,C,2025-06-30,2025-07-10,Thingamajig,14,4.79,5,M3,delayed,1.52
O11380,C1158,B,2025-06-04,2025-06-15,Gadget,95,27.95,10,M3,in progress,0.81
O11381,C1305,B,2025-05-26,2025-06-07,Doohickey,55,19.14,8,M1,queued,1.29
O11382,C1384,B,2025-05-24,2025-06-03,Doohickey,48,7.83,8,M5,delayed,3.22
O11383,C1423,B,2025-06-21,2025-06-29,Thingamajig,82,14.72,4,M5,queued,3.33
O11384,C1292,C,2025-05-09,2025-05-17,Thingamajig,7,1.82,11,M2,in progress,2.62
O11385,C1472,B,2025-06-07,2025-06-13,Widget,74,15.74,9,M1,queued,4.03
O11386,C1148,B,2025-06-13,2025-06-15,Widget,7,1.74,5,M2,queued,7.03
O11387,C1225,C,2025-06-15,2025-06-20,Thingamajig,33,8.65,6,M5,delayed,3.14
O11388,C1064,A,2025-05-29,2025-06-01,Widget,23,5.44,9,M5,in progress,8.26
O11389,C1240,B,2025-06-23,2025-06-26,Doohickey,85,19.81,9,M1,in progress,4.82
O11390,C1353,A,2025-06-09,2025-06-18,Thingamajig,19,5.78,4,M4,queued,5.82
O11391,C1156,B,2025-05-14,2025-05-27,Thingamajig,19,3.95,4,M3,queued,2.4
O11392,C1359,B,2025-05-17,2025-05-25,Gadget,36,12.3,11,M2,in progress,3.57
O11393,C1207,A,2025-06-29,2025-07-11,Doohickey,29,10.65,8,M2,queued,4.14
O11394,C1483,A,2025-06-28,2025-07-09,Doohickey,60,21.98,4,M2,queued,3.4
O11395,C1140,A,2025-05-12,2025-05-26,Gadget,82,26.67,4,M1,queued,1.73
O11396,C1257,A,2025-06-08,2025-06-13,Widget,2,0.72,4,M3,queued,7.93
O11397,C1277,B,2025-06-27,2025-06-30,Thingamajig,1,0.26,11,M2,queued,6.77
O11398,C1253,B,2025-07-01,2025-07-05,Widget,47,9.42,8,M4,queued,5.46
O11399,C1225,B,2025-05-06,2025-05-18,Doohickey,69,15.21,6,M4,queued,1.68
O11400,C1042,C,2025-05-24,2025-05-26,Widget,20,3.48,6,M5,in progress,4.85
O11401,C1307,B,2025-05-22,2025-05-25,Doohickey,11,1.8,10,M3,queued,6.62
O11402,C1021,B,2025-06-23,2025-07-02,Thingamajig,2,0.39,10,M5,queued,4.36
O11403,C1456,C,2025-05-30,2025-06-05,Thingamajig,67,12.81,4,M5,queued,2.32
O11404,C1222,C,2025-06-13,2025-06-20,Thingamajig,87,18.48,10,M3,queued,1.35
O11405,C1377,C,2025-06-24,2025-07-08,Gadget,12,2.46,8,M5,in progress,0.15
O11406,C1166,A,2025-06-09,2025-06-18,Gadget,20,5.8,11,M3,in progress,5.82
O11407,C1310,C,2025-05-23,2025-06-03,Gadget,5,1.69,6,M4,in progress,1.43
O11408,C1129,B,2025-07-02,2025-07-05,Thingamajig,37,5.7,9,M3,queued,6.23
O11409,C1014,B,2025-06-20,2025-07-03,Thingamajig,38,10.76,6,M2,queued,1.72
O11410,C1047,B,2025-06-12,2025-06-18,Widget,94,28.28,6,M1,queued,2.77
O11411,C1118,B,2025-05-06,2025-05-09,Doohickey,9,1.37,8,M4,delayed,6.66
O11412,C1493,C,2025-05-24,2025-06-01,Gadget,98,37.55,10,M1,queued,-0.96
O11413,C1346,B,2025-06-03,2025-06-12,Thingamajig,53,12.53,9,M4,queued,3.15
O11414,C1429,B,2025-05-06,2025-05-14,Thingamajig,44,13.0,8,M2,queued,3.5
O11415,C1441,B,2025-06-13,2025-06-26,Doohickey,99,34.7,4,M1,queued,-0.67
O11416,C1295,A,2025-05-12,2025-05-18,Gadget,86,24.45,11,M2,queued,5.15
O11417,C1301,C,2025-06-23,2025-07-05,Gadget,24,9.0,7,M2,queued,0.3
O11418,C1487,A,2025-06-28,2025-07-12,Widget,81,17.65,6,M4,in progress,2.64
O11419,C1011,A,2025-05-14,2025-05-17,Thingamajig,74,26.73,7,M5,in progress,6.13
O11420,C1392,C,2025-06-03,2025-06-12,Widget,30,11.32,11,M2,queued,1.27
O11421,C1345,C,2025-07-02,2025-07-11,Thingamajig,59,14.79,11,M2,delayed,0.92
O11422,C1421,B,2025-06-19,2025-06-23,Doohickey,87,19.6,8,M4,queued,4.44
O11423,C1138,A,2025-06-13,2025-06-18,Widget,96,32.55,8,M3,queued,4.74
O11424,C1296,C,2025-06-18,2025-06-20,Thingamajig,81,16.38,8,M4,queued,3.56
O11425,C1021,A,2025-07-04,2025-07-17,Gadget,81,24.64,7,M2,queued,2.34
O11426,C1391,C,2025-06-30,2025-07-06,Doohickey,14,5.58,8,M4,queued,3.04
O11427,C1388,A,2025-05-30,2025-06-05,Thingamajig,9,2.4,11,M2,in progress,7.36
O11428,C1090,A,2025-06-12,2025-06-26,Widget,40,10.43,4,M1,queued,3.36
O11429,C1241,B,2025-05-09,2025-05-17,Widget,66,13.35,8,M3,queued,3.46
O11430,C1266,C,2025-06-21,2025-06-29,Thingamajig,25,9.7,5,M1,in progress,1.83
O11431,C1334,A,2025-06-19,2025-07-03,Doohickey,73,28.94,10,M1,queued,1.51
O11432,C1227,C,2025-05-24,2025-06-02,Thingamajig,22,6.41,7,M3,queued,1.76
O11433,C1470,A,2025-05-10,2025-05-16,Widget,4,0.92,5,M1,queued,7.51
O11434,C1143,C,2025-05-31,2025-06-13,Widget,26,6.8,8,M5,queued,0.12
O11435,C1093,C,2025-06-03,2025-06-09,Gadget,58,13.08,11,M1,queued,2.29
O11436,C1300,B,2025-05-16,2025-05-18,Gadget,29,4.98,4,M2,queued,6.7
O11437,C1224,B,2025-06-28,2025-07-11,Widget,98,24.57,6,M3,in progress,0.34
O11438,C1326,B,2025-06-02,2025-06-07,Gadget,87,21.49,9,M4,queued,3.85
O11439,C1417,C,2025-07-03,2025-07-12,Gadget,37,6.67,10,M2,queued,1.73
O11440,C1252,B,2025-05-10,2025-05-13,Thingamajig,75,28.79,9,M5,in progress,3.92
O11441,C1497,C,2025-05-26,2025-06-09,Doohickey,70,18.29,8,M3,queued,-1.43
O11442,C1047,B,2025-05-19,2025-06-02,Thingamajig,18,5.74,10,M1,queued,1.83
O11443,C1241,A,2025-05-21,2025-06-02,Thingamajig,85,32.69,10,M1,queued,1.93
O11444,C1179,B,2025-05-30,2025-06-04,Gadget,42,12.9,4,M2,queued,4.71
O11445,C1210,A,2025-06-15,2025-06-23,Gadget,41,13.33,10,M2,delayed,5.47
O11446,C1171,B,2025-06-08,2025-06-17,Doohickey,38,14.47,7,M3,in progress,2.95
O11447,C1165,B,2025-06-12,2025-06-16,Doohickey,34,6.84,5,M2,queued,5.72
O11448,C1344,A,2025-06-22,2025-07-02,Doohickey,17,3.55,5,M2,queued,5.64
O11449,C1054,B,2025-05-08,2025-05-14,Thingamajig,37,9.24,5,M3,queued,4.68
O11450,C1440,C,2025-05-28,2025-06-04,Doohickey,25,5.52,7,M2,queued,2.65
O11451,C1083,C,2025-06-10,2025-06-23,Widget,76,29.54,9,M3,queued,-2.15
O11452,C1169,C,2025-05-09,2025-05-12,Widget,87,14.07,4,M5,queued,3.39
O11453,C1211,B,2025-05-31,2025-06-05,Thingamajig,86,33.9,10,M2,delayed,2.61
O11454,C1356,A,2025-06-22,2025-07-05,Gadget,85,17.83,7,M2,queued,3.02
O11455,C1254,B,2025-06-06,2025-06-12,Doohickey,27,6.98,5,M2,in progress,4.9
O11456,C1148,B,2025-06-07,2025-06-21,Widget,57,20.67,8,M1,in progress,0.33
O11457,C1340,B,2025-06-02,2025-06-14,Doohickey,31,11.99,6,M2,queued,2.0
O11458,C1484,C,2025-05-17,2025-05-27,Widget,6,1.39,10,M3,queued,1.86
O11459,C1206,C,2025-06-22,2025-07-02,Widget,91,27.14,7,M1,queued,-0.71
O11460,C1417,B,2025-06-18,2025-07-02,Doohickey,40,12.08,11,M1,queued,1.19
O11461,C1390,B,2025-06-29,2025-07-13,Widget,98,20.64,7,M2,queued,0.34
O11462,C1282,C,2025-05-26,2025-06-08,Doohickey,12,2.48,4,M4,queued,0.55
O11463,C1019,C,2025-06-05,2025-06-18,Widget,53,11.0,4,M1,queued,-0.3
O11464,C1233,C,2025-05-07,2025-05-10,Gadget,71,19.07,7,M3,in progress,2.89
O11465,C1046,C,2025-05-18,2025-05-26,Thingamajig,10,3.16,5,M2,queued,2.48
O11466,C1162,B,2025-05-13,2025-05-15,Thingamajig,45,11.25,6,M3,queued,6.08
O11467,C1130,C,2025-06-26,2025-07-08,Doohickey,17,6.23,10,M4,queued,0.58
O11468,C1166,A,2025-06-24,2025-07-05,Thingamajig,26,8.28,4,M2,in progress,4.77
O11469,C1060,C,2025-06-28,2025-07-09,Thingamajig,85,25.45,10,M3,in progress,-0.94
O11470,C1497,A,2025-05-19,2025-05-26,Thingamajig,92,32.1,5,M3,queued,3.99
O11471,C1396,B,2025-06-30,2025-07-05,Thingamajig,62,20.17,10,M2,queued,3.98
O11472,C1207,B,2025-05-30,2025-06-09,Gadget,46,13.63,8,M5,queued,2.64
O11473,C1443,B,2025-06-26,2025-07-04,Gadget,64,9.72,4,M5,in progress,3.83
O11474,C1264,A,2025-05-07,2025-05-16,Thingamajig,2,0.37,5,M4,in progress,6.36
O11475,C1423,B,2025-05-12,2025-05-21,Gadget,54,12.29,5,M1,queued,3.17
O11476,C1001,C,2025-06-17,2025-06-29,Gadget,65,17.91,6,M1,queued,-0.59
O11477,C1337,B,2025-06-19,2025-06-28,Thingamajig,51,13.6,6,M2,queued,3.04
O11478,C1446,C,2025-06-03,2025-06-14,Doohickey,53,15.66,8,M2,queued,0.03
O11479,C1278,B,2025-07-02,2025-07-16,Thingamajig,36,13.18,5,M2,queued,1.08
O11480,C1237,B,2025-05-07,2025-05-12,Gadget,26,10.0,9,M2,queued,5.0
O11481,C1212,C,2025-05-27,2025-06-09,Doohickey,29,7.8,5,M5,in progress,0.02
O11482,C1028,B,2025-06-08,2025-06-12,Gadget,21,6.81,6,M4,in progress,5.72
O11483,C1097,C,2025-06-29,2025-07-06,Gadget,11,4.03,9,M3,in progress,2.8
O11484,C1266,C,2025-05-14,2025-05-17,Widget,40,10.81,4,M3,queued,3.72
O11485,C1186,A,2025-07-04,2025-07-06,Widget,11,1.96,4,M5,queued,9.0
O11486,C1319,B,2025-05-14,2025-05-20,Widget,36,9.15,10,M4,queued,4.68
O11487,C1388,A,2025-05-20,2025-06-02,Gadget,59,11.86,7,M2,in progress,3.61
O11488,C1256,B,2025-06-24,2025-07-02,Thingamajig,39,7.39,6,M1,queued,4.06
O11489,C1321,C,2025-06-04,2025-06-09,Thingamajig,99,16.2,7,M5,queued,2.38
O11490,C1227,B,2025-06-22,2025-07-05,Gadget,54,12.3,9,M5,in progress,1.57
O11491,C1390,C,2025-06-11,2025-06-17,Widget,98,21.83,6,M2,in progress,1.42
O11492,C1027,B,2025-06-25,2025-06-28,Gadget,55,19.79,8,M5,queued,4.82
O11493,C1105,C,2025-05-12,2025-05-16,Thingamajig,24,5.43,5,M3,queued,3.86
O11494,C1137,B,2025-05-21,2025-05-24,Thingamajig,22,4.27,8,M2,delayed,6.37
O11495,C1282,B,2025-05-28,2025-06-02,Thingamajig,69,15.49,9,M3,queued,4.45
O11496,C1068,B,2025-06-26,2025-07-01,Gadget,56,22.03,6,M2,queued,3.8
O11497,C1475,B,2025-06-24,2025-07-07,Thingamajig,33,6.83,11,M1,in progress,2.12
O11498,C1148,B,2025-06-14,2025-06-27,Thingamajig,36,6.08,9,M3,queued,2.19
O11499,C1225,A,2025-05-12,2025-05-24,Thingamajig,20,7.7,11,M2,queued,4.43
O11500,C1451,B,2025-05-27,2025-06-02,Thingamajig,83,12.6,5,M5,in progress,4.34
O11501,C1358,A,2025-05-10,2025-05-21,Doohickey,99,23.0,4,M5,queued,3.3
O11502,C1249,B,2025-05-16,2025-05-24,Gadget,81,30.2,4,M4,queued,1.78
O11503,C1063,C,2025-05-28,2025-06-08,Gadget,62,13.25,9,M2,queued,0.27
O11504,C1015,C,2025-06-15,2025-06-27,Thingamajig,98,38.8,7,M1,queued,-2.68
O11505,C1499,B,2025-05-17,2025-05-21,Widget,73,20.47,6,M4,in progress,4.35
O11506,C1323,C,2025-06-07,2025-06-09,Thingamajig,26,8.58,6,M5,queued,4.34
O11507,C1312,B,2025-06-18,2025-06-26,Gadget,66,20.39,4,M1,queued,2.76
O11508,C1410,B,2025-06-20,2025-06-26,Doohickey,73,12.4,10,M2,queued,4.36
O11509,C1123,B,2025-06-28,2025-06-30,Thingamajig,73,25.08,8,M5,queued,4.69
O11510,C1364,C,2025-05-18,2025-05-28,Doohickey,40,7.89,10,M4,delayed,1.21
O11511,C1082,A,2025-05-17,2025-05-22,Widget,17,5.13,5,M5,in progress,7.49
O11512,C1160,C,2025-06-08,2025-06-15,Widget,1,0.26,8,M3,in progress,3.17
O11513,C1283,A,2025-05-09,2025-05-13,Thingamajig,89,30.78,8,M4,queued,5.32
O11514,C1008,A,2025-06-16,2025-06-18,Doohickey,61,10.86,9,M5,in progress,8.11
O11515,C1283,B,2025-05-15,2025-05-24,Widget,43,16.05,4,M4,in progress,2.8
O11516,C1209,B,2025-06-03,2025-06-17,Thingamajig,42,14.62,10,M2,in progress,0.94
O11517,C1048,A,2025-05-17,2025-05-22,Widget,25,6.73,10,M3,in progress,7.33
O11518,C1116,B,2025-05-10,2025-05-21,Gadget,39,10.82,4,M3,queued,2.52
O11519,C1431,C,2025-05-18,2025-05-28,Doohickey,35,13.07,10,M5,in progress,0.69
O11520,C1468,B,2025-06-28,2025-07-09,Thingamajig,3,0.82,11,M4,queued,3.52
O11521,C1059,B,2025-07-02,2025-07-15,Widget,44,16.8,4,M4,in progress,1.12
O11522,C1237,C,2025-05-23,2025-06-01,Widget,51,19.52,9,M4,in progress,0.45
O11523,C1485,A,2025-06-01,2025-06-06,Gadget,94,24.74,7,M3,queued,5.53
O11524,C1061,C,2025-05-16,2025-05-23,Thingamajig,98,36.52,8,M5,in progress,-0.45
O11525,C1332,B,2025-06-09,2025-06-15,Widget,12,2.23,9,M4,queued,5.38
O11526,C1427,C,2025-05-20,2025-05-23,Doohickey,19,4.39,6,M5,queued,4.36
O11527,C1079,B,2025-05-27,2025-06-06,Widget,44,9.67,5,M1,queued,3.03
O11528,C1256,B,2025-06-05,2025-06-07,Doohickey,59,23.58,7,M2,in progress,4.84
O11529,C1478,C,2025-05-27,2025-05-31,Widget,49,17.4,6,M2,delayed,2.66
O11530,C1367,A,2025-05-16,2025-05-20,Thingamajig,61,10.41,8,M2,queued,7.36
O11531,C1150,C,2025-07-01,2025-07-05,Thingamajig,17,5.65,10,M4,in progress,3.84
